strain	date	country	genotype	accession	extra
DENV1/THAILAND/1997/01403/97	1997-01-01	THAILAND	DENV1	01403	97
DENV1/THAILAND/2004/01411/04	2004-01-01	THAILAND	DENV1	01411	04
DENV1/THAILAND/2004/01416/04	2004-01-01	THAILAND	DENV1	01416	04
DENV1/THAILAND/2004/01420/04	2004-01-01	THAILAND	DENV1	01420	04
DENV1/THAILAND/1995/01423/95	1995-01-01	THAILAND	DENV1	01423	95
DENV1/THAILAND/2004/01425/04	2004-01-01	THAILAND	DENV1	01425	04
DENV1/THAILAND/2010/01436/10	2010-01-01	THAILAND	DENV1	01436	10
DENV1/THAILAND/2002/01443/02	2002-01-01	THAILAND	DENV1	01443	02
DENV1/THAILAND/2006/01444/06	2006-01-01	THAILAND	DENV1	01444	06
DENV1/THAILAND/2010/01446/10	2010-01-01	THAILAND	DENV1	01446	10
DENV1/THAILAND/2010/01447/10	2010-01-01	THAILAND	DENV1	01447	10
DENV1/THAILAND/1994/01447/94	1994-01-01	THAILAND	DENV1	01447	94
DENV1/THAILAND/2006/01448/06	2006-01-01	THAILAND	DENV1	01448	06
DENV1/THAILAND/2011/01450/11	2011-01-01	THAILAND	DENV1	01450	11
DENV1/THAILAND/2006/01453/06	2006-01-01	THAILAND	DENV1	01453	06
DENV1/THAILAND/2011/01453/11	2011-01-01	THAILAND	DENV1	01453	11
DENV1/THAILAND/2002/01459/02	2002-01-01	THAILAND	DENV1	01459	02
DENV1/THAILAND/1995/01459/95	1995-01-01	THAILAND	DENV1	01459	95
DENV1/THAILAND/2002/01462/02	2002-01-01	THAILAND	DENV1	01462	02
DENV1/THAILAND/1994/01471/94	1994-01-01	THAILAND	DENV1	01471	94
DENV1/THAILAND/2002/01473/02	2002-01-01	THAILAND	DENV1	01473	02
DENV1/THAILAND/2000/01476/00	2000-01-01	THAILAND	DENV1	01476	00
DENV1/THAILAND/1994/01476/94	1994-01-01	THAILAND	DENV1	01476	94
DENV1/THAILAND/2007/01479/07	2007-01-01	THAILAND	DENV1	01479	07
DENV1/THAILAND/2000/01483/00	2000-01-01	THAILAND	DENV1	01483	00
DENV1/THAILAND/2006/01483/06	2006-01-01	THAILAND	DENV1	01483	06
DENV1/THAILAND/2000/01492/00	2000-01-01	THAILAND	DENV1	01492	00
DENV1/THAILAND/1994/01495/94	1994-01-01	THAILAND	DENV1	01495	94
DENV1/THAILAND/2006/01499/06	2006-01-01	THAILAND	DENV1	01499	06
DENV1/THAILAND/2006/01505/06	2006-01-01	THAILAND	DENV1	01505	06
DENV1/THAILAND/2010/01510/10	2010-01-01	THAILAND	DENV1	01510	10
DENV1/THAILAND/2006/01511/06	2006-01-01	THAILAND	DENV1	01511	06
DENV1/THAILAND/2006/01512/06	2006-01-01	THAILAND	DENV1	01512	06
DENV1/THAILAND/2010/01518/10	2010-01-01	THAILAND	DENV1	01518	10
DENV1/THAILAND/2010/01521/10	2010-01-01	THAILAND	DENV1	01521	10
DENV1/THAILAND/1996/01524/96	1996-01-01	THAILAND	DENV1	01524	96
DENV1/THAILAND/2006/01528/06	2006-01-01	THAILAND	DENV1	01528	06
DENV1/THAILAND/2006/01529/06	2006-01-01	THAILAND	DENV1	01529	06
DENV1/THAILAND/2004/01530/04	2004-01-01	THAILAND	DENV1	01530	04
DENV1/THAILAND/2006/01530/06	2006-01-01	THAILAND	DENV1	01530	06
DENV1/THAILAND/1994/01533/94	1994-01-01	THAILAND	DENV1	01533	94
DENV1/THAILAND/2006/01535/06	2006-01-01	THAILAND	DENV1	01535	06
DENV1/THAILAND/2006/01538/06	2006-01-01	THAILAND	DENV1	01538	06
DENV1/THAILAND/2003/01555/03	2003-01-01	THAILAND	DENV1	01555	03
DENV1/THAILAND/2006/01561/06	2006-01-01	THAILAND	DENV1	01561	06
DENV1/THAILAND/2006/01563/06	2006-01-01	THAILAND	DENV1	01563	06
DENV1/THAILAND/2000/01565/00	2000-01-01	THAILAND	DENV1	01565	00
DENV1/THAILAND/2005/01567/05	2005-01-01	THAILAND	DENV1	01567	05
DENV1/THAILAND/2013/01570/13	2013-01-01	THAILAND	DENV1	01570	13
DENV1/THAILAND/2006/01573/06	2006-01-01	THAILAND	DENV1	01573	06
DENV1/THAILAND/2005/01578/05	2005-01-01	THAILAND	DENV1	01578	05
DENV1/THAILAND/2002/01579/02	2002-01-01	THAILAND	DENV1	01579	02
DENV1/THAILAND/1998/01579/98	1998-01-01	THAILAND	DENV1	01579	98
DENV1/THAILAND/1998/01582/98	1998-01-01	THAILAND	DENV1	01582	98
DENV1/THAILAND/2005/01591/05	2005-01-01	THAILAND	DENV1	01591	05
DENV1/THAILAND/2006/01595/06	2006-01-01	THAILAND	DENV1	01595	06
DENV1/THAILAND/2010/01600/10	2010-01-01	THAILAND	DENV1	01600	10
DENV1/THAILAND/2004/01604/04	2004-01-01	THAILAND	DENV1	01604	04
DENV1/THAILAND/2000/01606/00	2000-01-01	THAILAND	DENV1	01606	00
DENV1/THAILAND/1995/01608/95	1995-01-01	THAILAND	DENV1	01608	95
DENV1/THAILAND/1998/01610/98	1998-01-01	THAILAND	DENV1	01610	98
DENV1/THAILAND/2005/01616/05	2005-01-01	THAILAND	DENV1	01616	05
DENV1/THAILAND/2000/01624/00	2000-01-01	THAILAND	DENV1	01624	00
DENV1/THAILAND/2006/01635/06	2006-01-01	THAILAND	DENV1	01635	06
DENV1/THAILAND/2000/01639/00	2000-01-01	THAILAND	DENV1	01639	00
DENV1/THAILAND/2004/01640/04	2004-01-01	THAILAND	DENV1	01640	04
DENV1/THAILAND/2006/01650/06	2006-01-01	THAILAND	DENV1	01650	06
DENV1/THAILAND/2005/01651/05	2005-01-01	THAILAND	DENV1	01651	05
DENV1/THAILAND/2000/01661/00	2000-01-01	THAILAND	DENV1	01661	00
DENV1/THAILAND/2006/01678/06	2006-01-01	THAILAND	DENV1	01678	06
DENV1/THAILAND/2006/01690/06	2006-01-01	THAILAND	DENV1	01690	06
DENV1/THAILAND/2004/01692/04	2004-01-01	THAILAND	DENV1	01692	04
DENV1/THAILAND/2006/01710/06	2006-01-01	THAILAND	DENV1	01710	06
DENV1/THAILAND/1994/01723/94	1994-01-01	THAILAND	DENV1	01723	94
DENV1/THAILAND/1998/01723/98	1998-01-01	THAILAND	DENV1	01723	98
DENV1/THAILAND/1980/01738/80	1980-01-01	THAILAND	DENV1	01738	80
DENV1/THAILAND/1996/01763/96	1996-01-01	THAILAND	DENV1	01763	96
DENV1/THAILAND/2004/01764/04	2004-01-01	THAILAND	DENV1	01764	04
DENV1/THAILAND/1996/01771/96	1996-01-01	THAILAND	DENV1	01771	96
DENV1/THAILAND/2006/01774/06	2006-01-01	THAILAND	DENV1	01774	06
DENV1/THAILAND/1996/01789/96	1996-01-01	THAILAND	DENV1	01789	96
DENV1/THAILAND/1996/01792/96	1996-01-01	THAILAND	DENV1	01792	96
DENV1/THAILAND/2000/01798/00	2000-01-01	THAILAND	DENV1	01798	00
DENV1/THAILAND/2002/01813/02	2002-01-01	THAILAND	DENV1	01813	02
DENV1/THAILAND/2003/01815/03	2003-01-01	THAILAND	DENV1	01815	03
DENV1/THAILAND/2002/01819/02	2002-01-01	THAILAND	DENV1	01819	02
DENV1/THAILAND/2006/01820/06	2006-01-01	THAILAND	DENV1	01820	06
DENV1/THAILAND/2002/01821/02	2002-01-01	THAILAND	DENV1	01821	02
DENV1/THAILAND/2006/01823/06	2006-01-01	THAILAND	DENV1	01823	06
DENV1/THAILAND/1995/01827/95	1995-01-01	THAILAND	DENV1	01827	95
DENV1/THAILAND/2006/01830/06	2006-01-01	THAILAND	DENV1	01830	06
DENV1/THAILAND/2006/01831/06	2006-01-01	THAILAND	DENV1	01831	06
DENV1/THAILAND/2003/01849/03	2003-01-01	THAILAND	DENV1	01849	03
DENV1/THAILAND/2003/01851/03	2003-01-01	THAILAND	DENV1	01851	03
DENV1/THAILAND/2006/01858/06	2006-01-01	THAILAND	DENV1	01858	06
DENV1/THAILAND/1996/01867/96	1996-01-01	THAILAND	DENV1	01867	96
DENV1/THAILAND/2002/01893/02	2002-01-01	THAILAND	DENV1	01893	02
DENV1/THAILAND/2000/01909/00	2000-01-01	THAILAND	DENV1	01909	00
DENV1/THAILAND/2006/01931/06	2006-01-01	THAILAND	DENV1	01931	06
DENV1/THAILAND/2006/01932/06	2006-01-01	THAILAND	DENV1	01932	06
DENV1/THAILAND/1998/01932/98	1998-01-01	THAILAND	DENV1	01932	98
DENV1/THAILAND/2006/01934/06	2006-01-01	THAILAND	DENV1	01934	06
DENV1/THAILAND/2006/01936/06	2006-01-01	THAILAND	DENV1	01936	06
DENV1/THAILAND/2006/01937/06	2006-01-01	THAILAND	DENV1	01937	06
DENV1/THAILAND/2003/01982/03	2003-01-01	THAILAND	DENV1	01982	03
DENV1/THAILAND/2006/02000/06	2006-01-01	THAILAND	DENV1	02000	06
DENV1/THAILAND/2003/02031/03	2003-01-01	THAILAND	DENV1	02031	03
DENV1/THAILAND/2006/02035/06	2006-01-01	THAILAND	DENV1	02035	06
DENV1/THAILAND/2006/02046/06	2006-01-01	THAILAND	DENV1	02046	06
DENV1/THAILAND/2006/02050/06	2006-01-01	THAILAND	DENV1	02050	06
DENV1/THAILAND/2000/02059/00	2000-01-01	THAILAND	DENV1	02059	00
DENV1/THAILAND/2006/02076/06	2006-01-01	THAILAND	DENV1	02076	06
DENV1/THAILAND/2006/02079/06	2006-01-01	THAILAND	DENV1	02079	06
DENV1/THAILAND/2006/02080/06	2006-01-01	THAILAND	DENV1	02080	06
DENV1/THAILAND/1997/02080/97	1997-01-01	THAILAND	DENV1	02080	97
DENV1/THAILAND/2000/02089/00	2000-01-01	THAILAND	DENV1	02089	00
DENV1/THAILAND/1997/02090/97	1997-01-01	THAILAND	DENV1	02090	97
DENV1/THAILAND/2000/02094/00	2000-01-01	THAILAND	DENV1	02094	00
DENV1/THAILAND/2002/02110/02	2002-01-01	THAILAND	DENV1	02110	02
DENV1/THAILAND/2006/02114/06	2006-01-01	THAILAND	DENV1	02114	06
DENV1/THAILAND/2006/02116/06	2006-01-01	THAILAND	DENV1	02116	06
DENV1/THAILAND/2006/02118/06	2006-01-01	THAILAND	DENV1	02118	06
DENV1/THAILAND/2006/02122/06	2006-01-01	THAILAND	DENV1	02122	06
DENV1/THAILAND/2006/02127/06	2006-01-01	THAILAND	DENV1	02127	06
DENV1/THAILAND/1998/02128/98	1998-01-01	THAILAND	DENV1	02128	98
DENV1/THAILAND/2006/02129/06	2006-01-01	THAILAND	DENV1	02129	06
DENV1/THAILAND/2006/02131/06	2006-01-01	THAILAND	DENV1	02131	06
DENV1/THAILAND/2003/02150/03	2003-01-01	THAILAND	DENV1	02150	03
DENV1/THAILAND/2002/02168/02	2002-01-01	THAILAND	DENV1	02168	02
DENV1/THAILAND/1996/02174/96	1996-01-01	THAILAND	DENV1	02174	96
DENV1/THAILAND/1996/02185/96	1996-01-01	THAILAND	DENV1	02185	96
DENV1/THAILAND/2006/02193/06	2006-01-01	THAILAND	DENV1	02193	06
DENV1/THAILAND/2006/02196/06	2006-01-01	THAILAND	DENV1	02196	06
DENV1/THAILAND/1996/02208/96	1996-01-01	THAILAND	DENV1	02208	96
DENV1/THAILAND/2006/02239/06	2006-01-01	THAILAND	DENV1	02239	06
DENV1/THAILAND/1996/02264/96	1996-01-01	THAILAND	DENV1	02264	96
DENV1/THAILAND/2006/02270/06	2006-01-01	THAILAND	DENV1	02270	06
DENV1/THAILAND/2006/02296/06	2006-01-01	THAILAND	DENV1	02296	06
DENV1/THAILAND/2006/02333/06	2006-01-01	THAILAND	DENV1	02333	06
DENV1/THAILAND/2006/02340/06	2006-01-01	THAILAND	DENV1	02340	06
DENV1/THAILAND/2006/02344/06	2006-01-01	THAILAND	DENV1	02344	06
DENV1/THAILAND/1998/02355/98	1998-01-01	THAILAND	DENV1	02355	98
DENV1/THAILAND/2006/02356/06	2006-01-01	THAILAND	DENV1	02356	06
DENV1/THAILAND/2006/02358/06	2006-01-01	THAILAND	DENV1	02358	06
DENV1/THAILAND/2006/02361/06	2006-01-01	THAILAND	DENV1	02361	06
DENV1/THAILAND/2003/02371/03	2003-01-01	THAILAND	DENV1	02371	03
DENV1/THAILAND/2006/02395/06	2006-01-01	THAILAND	DENV1	02395	06
DENV1/THAILAND/2006/02424/06	2006-01-01	THAILAND	DENV1	02424	06
DENV1/THAILAND/2006/02433/06	2006-01-01	THAILAND	DENV1	02433	06
DENV1/THAILAND/1996/02443/96	1996-01-01	THAILAND	DENV1	02443	96
DENV1/THAILAND/1996/02452/96	1996-01-01	THAILAND	DENV1	02452	96
DENV1/THAILAND/2006/02454/06	2006-01-01	THAILAND	DENV1	02454	06
DENV1/THAILAND/2006/02459/06	2006-01-01	THAILAND	DENV1	02459	06
DENV1/THAILAND/2001/02478/01	2001-01-01	THAILAND	DENV1	02478	01
DENV1/THAILAND/2006/02499/06	2006-01-01	THAILAND	DENV1	02499	06
DENV1/THAILAND/2006/02508/06	2006-01-01	THAILAND	DENV1	02508	06
DENV1/THAILAND/2006/02509/06	2006-01-01	THAILAND	DENV1	02509	06
DENV1/THAILAND/2006/02511/06	2006-01-01	THAILAND	DENV1	02511	06
DENV1/THAILAND/2006/02539/06	2006-01-01	THAILAND	DENV1	02539	06
DENV1/THAILAND/2006/02547/06	2006-01-01	THAILAND	DENV1	02547	06
DENV1/THAILAND/2006/02548/06	2006-01-01	THAILAND	DENV1	02548	06
DENV1/THAILAND/2006/02549/06	2006-01-01	THAILAND	DENV1	02549	06
DENV1/THAILAND/2006/02553/06	2006-01-01	THAILAND	DENV1	02553	06
DENV1/THAILAND/2006/02554/06	2006-01-01	THAILAND	DENV1	02554	06
DENV1/THAILAND/2002/02557/02	2002-01-01	THAILAND	DENV1	02557	02
DENV1/THAILAND/2006/02583/06	2006-01-01	THAILAND	DENV1	02583	06
DENV1/THAILAND/2006/02584/06	2006-01-01	THAILAND	DENV1	02584	06
DENV1/THAILAND/2006/02585/06	2006-01-01	THAILAND	DENV1	02585	06
DENV1/THAILAND/2006/02588/06	2006-01-01	THAILAND	DENV1	02588	06
DENV1/THAILAND/1997/02588/97	1997-01-01	THAILAND	DENV1	02588	97
DENV1/THAILAND/2006/02592/06	2006-01-01	THAILAND	DENV1	02592	06
DENV1/THAILAND/2006/02595/06	2006-01-01	THAILAND	DENV1	02595	06
DENV1/THAILAND/2006/02615/06	2006-01-01	THAILAND	DENV1	02615	06
DENV1/THAILAND/2002/02630/02	2002-01-01	THAILAND	DENV1	02630	02
DENV1/THAILAND/2001/02633/01	2001-01-01	THAILAND	DENV1	02633	01
DENV1/THAILAND/2006/02634/06	2006-01-01	THAILAND	DENV1	02634	06
DENV1/THAILAND/1998/02640/98	1998-01-01	THAILAND	DENV1	02640	98
DENV1/THAILAND/2006/02648/06	2006-01-01	THAILAND	DENV1	02648	06
DENV1/THAILAND/2006/02653/06	2006-01-01	THAILAND	DENV1	02653	06
DENV1/THAILAND/2006/02657/06	2006-01-01	THAILAND	DENV1	02657	06
DENV1/THAILAND/2006/02673/06	2006-01-01	THAILAND	DENV1	02673	06
DENV1/THAILAND/2006/02676/06	2006-01-01	THAILAND	DENV1	02676	06
DENV1/THAILAND/2006/02677/06	2006-01-01	THAILAND	DENV1	02677	06
DENV1/THAILAND/2006/02679/06	2006-01-01	THAILAND	DENV1	02679	06
DENV1/THAILAND/2006/02681/06	2006-01-01	THAILAND	DENV1	02681	06
DENV1/THAILAND/1997/02701/97	1997-01-01	THAILAND	DENV1	02701	97
DENV1/THAILAND/2006/02717/06	2006-01-01	THAILAND	DENV1	02717	06
DENV1/THAILAND/2006/02718/06	2006-01-01	THAILAND	DENV1	02718	06
DENV1/THAILAND/2006/02719/06	2006-01-01	THAILAND	DENV1	02719	06
DENV1/THAILAND/2006/02723/06	2006-01-01	THAILAND	DENV1	02723	06
DENV1/THAILAND/2006/02725/06	2006-01-01	THAILAND	DENV1	02725	06
DENV1/THAILAND/2006/02729/06	2006-01-01	THAILAND	DENV1	02729	06
DENV1/THAILAND/2006/02730/06	2006-01-01	THAILAND	DENV1	02730	06
DENV1/THAILAND/2006/02776/06	2006-01-01	THAILAND	DENV1	02776	06
DENV1/THAILAND/2006/02789/06	2006-01-01	THAILAND	DENV1	02789	06
DENV1/THAILAND/2006/02808/06	2006-01-01	THAILAND	DENV1	02808	06
DENV1/THAILAND/2006/02815/06	2006-01-01	THAILAND	DENV1	02815	06
DENV1/THAILAND/2006/02817/06	2006-01-01	THAILAND	DENV1	02817	06
DENV1/THAILAND/2006/02834/06	2006-01-01	THAILAND	DENV1	02834	06
DENV1/THAILAND/2006/02835/06	2006-01-01	THAILAND	DENV1	02835	06
DENV1/THAILAND/2006/02847/06	2006-01-01	THAILAND	DENV1	02847	06
DENV1/THAILAND/2006/02848/06	2006-01-01	THAILAND	DENV1	02848	06
DENV1/THAILAND/1999/02859/99	1999-01-01	THAILAND	DENV1	02859	99
DENV1/THAILAND/2002/02860/02	2002-01-01	THAILAND	DENV1	02860	02
DENV1/THAILAND/2002/02894/02	2002-01-01	THAILAND	DENV1	02894	02
DENV1/THAILAND/2002/02908/02	2002-01-01	THAILAND	DENV1	02908	02
DENV1/THAILAND/2002/02912/02	2002-01-01	THAILAND	DENV1	02912	02
DENV1/THAILAND/2002/02913/02	2002-01-01	THAILAND	DENV1	02913	02
DENV1/THAILAND/2002/02928/02	2002-01-01	THAILAND	DENV1	02928	02
DENV1/THAILAND/1998/02932/98	1998-01-01	THAILAND	DENV1	02932	98
DENV1/THAILAND/2002/02986/02	2002-01-01	THAILAND	DENV1	02986	02
DENV1/THAILAND/1998/02988/98	1998-01-01	THAILAND	DENV1	02988	98
DENV1/THAILAND/2001/02991/01	2001-01-01	THAILAND	DENV1	02991	01
DENV1/THAILAND/2002/03029/02	2002-01-01	THAILAND	DENV1	03029	02
DENV1/THAILAND/2002/03030/02	2002-01-01	THAILAND	DENV1	03030	02
DENV1/THAILAND/2001/03086/01	2001-01-01	THAILAND	DENV1	03086	01
DENV1/THAILAND/2001/03090/01	2001-01-01	THAILAND	DENV1	03090	01
DENV1/THAILAND/2001/03116/01	2001-01-01	THAILAND	DENV1	03116	01
DENV1/THAILAND/1997/03152/97	1997-01-01	THAILAND	DENV1	03152	97
DENV1/THAILAND/2002/03161/02	2002-01-01	THAILAND	DENV1	03161	02
DENV1/THAILAND/2002/03162/02	2002-01-01	THAILAND	DENV1	03162	02
DENV1/THAILAND/2002/03163/02	2002-01-01	THAILAND	DENV1	03163	02
DENV1/THAILAND/1980/03228/80	1980-01-01	THAILAND	DENV1	03228	80
DENV1/THAILAND/2001/03334/01	2001-01-01	THAILAND	DENV1	03334	01
DENV1/THAILAND/1997/03398/97	1997-01-01	THAILAND	DENV1	03398	97
DENV1/THAILAND/1997/03401/97	1997-01-01	THAILAND	DENV1	03401	97
DENV1/THAILAND/1999/03410/99	1999-01-01	THAILAND	DENV1	03410	99
DENV1/THAILAND/1999/03427/99	1999-01-01	THAILAND	DENV1	03427	99
DENV1/THAILAND/1999/03440/99	1999-01-01	THAILAND	DENV1	03440	99
DENV1/THAILAND/1999/03450/99	1999-01-01	THAILAND	DENV1	03450	99
DENV1/THAILAND/2001/03599/01	2001-01-01	THAILAND	DENV1	03599	01
DENV1/THAILAND/1999/03646/99	1999-01-01	THAILAND	DENV1	03646	99
DENV1/THAILAND/1999/03704/99	1999-01-01	THAILAND	DENV1	03704	99
DENV1/THAILAND/1999/03739/99	1999-01-01	THAILAND	DENV1	03739	99
DENV1/THAILAND/1999/03805/99	1999-01-01	THAILAND	DENV1	03805	99
DENV1/THAILAND/2001/03878/01	2001-01-01	THAILAND	DENV1	03878	01
DENV1/THAILAND/2001/03897/01	2001-01-01	THAILAND	DENV1	03897	01
DENV1/THAILAND/2001/03910/01	2001-01-01	THAILAND	DENV1	03910	01
DENV1/THAILAND/2001/03916/01	2001-01-01	THAILAND	DENV1	03916	01
DENV1/THAILAND/1997/03948/97	1997-01-01	THAILAND	DENV1	03948	97
DENV1/THAILAND/2001/04083/01	2001-01-01	THAILAND	DENV1	04083	01
DENV1/THAILAND/2001/04247/01	2001-01-01	THAILAND	DENV1	04247	01
DENV1/THAILAND/1998/04294/98	1998-01-01	THAILAND	DENV1	04294	98
DENV1/THAILAND/1999/04347/99	1999-01-01	THAILAND	DENV1	04347	99
DENV1/THAILAND/1999/04348/99	1999-01-01	THAILAND	DENV1	04348	99
DENV1/THAILAND/1999/04350/99	1999-01-01	THAILAND	DENV1	04350	99
DENV1/THAILAND/1998/04404/98	1998-01-01	THAILAND	DENV1	04404	98
DENV1/THAILAND/1999/04438/99	1999-01-01	THAILAND	DENV1	04438	99
DENV1/THAILAND/2001/04601/01	2001-01-01	THAILAND	DENV1	04601	01
DENV1/THAILAND/2001/04762/01	2001-01-01	THAILAND	DENV1	04762	01
DENV1/THAILAND/1997/04772/97	1997-01-01	THAILAND	DENV1	04772	97
DENV1/THAILAND/2001/04774/01	2001-01-01	THAILAND	DENV1	04774	01
DENV1/THAILAND/2000/04850/00	2000-01-01	THAILAND	DENV1	04850	00
DENV1/THAILAND/2000/04866/00	2000-01-01	THAILAND	DENV1	04866	00
DENV1/THAILAND/1998/04922/98	1998-01-01	THAILAND	DENV1	04922	98
DENV1/THAILAND/1998/04979/98	1998-01-01	THAILAND	DENV1	04979	98
DENV1/THAILAND/1998/04985/98	1998-01-01	THAILAND	DENV1	04985	98
DENV1/THAILAND/1997/05014/97	1997-01-01	THAILAND	DENV1	05014	97
DENV1/THAILAND/1997/05035/97	1997-01-01	THAILAND	DENV1	05035	97
DENV1/THAILAND/2001/05097/01	2001-01-01	THAILAND	DENV1	05097	01
DENV1/THAILAND/1997/05131/97	1997-01-01	THAILAND	DENV1	05131	97
DENV1/THAILAND/2001/05236/01	2001-01-01	THAILAND	DENV1	05236	01
DENV1/THAILAND/2001/05282/01	2001-01-01	THAILAND	DENV1	05282	01
DENV1/THAILAND/2001/05287/01	2001-01-01	THAILAND	DENV1	05287	01
DENV1/THAILAND/1999/05390/99	1999-01-01	THAILAND	DENV1	05390	99
DENV1/THAILAND/2000/05411/00	2000-01-01	THAILAND	DENV1	05411	00
DENV1/THAILAND/2001/05491/01	2001-01-01	THAILAND	DENV1	05491	01
DENV1/THAILAND/2000/05522/00	2000-01-01	THAILAND	DENV1	05522	00
DENV1/THAILAND/2000/05574/00	2000-01-01	THAILAND	DENV1	05574	00
DENV1/THAILAND/2000/05580/00	2000-01-01	THAILAND	DENV1	05580	00
DENV1/THAILAND/2001/05600/01	2001-01-01	THAILAND	DENV1	05600	01
DENV1/THAILAND/2001/05601/01	2001-01-01	THAILAND	DENV1	05601	01
DENV1/THAILAND/2000/05603/00	2000-01-01	THAILAND	DENV1	05603	00
DENV1/THAILAND/2000/05605/00	2000-01-01	THAILAND	DENV1	05605	00
DENV1/THAILAND/2000/05722/00	2000-01-01	THAILAND	DENV1	05722	00
DENV1/THAILAND/2000/05725/00	2000-01-01	THAILAND	DENV1	05725	00
DENV1/THAILAND/1997/05802/97	1997-01-01	THAILAND	DENV1	05802	97
DENV1/THAILAND/2000/05829/00	2000-01-01	THAILAND	DENV1	05829	00
DENV1/THAILAND/1997/05865/97	1997-01-01	THAILAND	DENV1	05865	97
DENV1/THAILAND/2000/05866/00	2000-01-01	THAILAND	DENV1	05866	00
DENV1/THAILAND/2000/05886/00	2000-01-01	THAILAND	DENV1	05886	00
DENV1/THAILAND/2000/05899/00	2000-01-01	THAILAND	DENV1	05899	00
DENV1/THAILAND/2001/05905/01	2001-01-01	THAILAND	DENV1	05905	01
DENV1/THAILAND/1998/05917/98	1998-01-01	THAILAND	DENV1	05917	98
DENV1/THAILAND/1999/05946/99	1999-01-01	THAILAND	DENV1	05946	99
DENV1/THAILAND/2000/06012/00	2000-01-01	THAILAND	DENV1	06012	00
DENV1/THAILAND/2000/06069/00	2000-01-01	THAILAND	DENV1	06069	00
DENV1/THAILAND/2001/06099/01	2001-01-01	THAILAND	DENV1	06099	01
DENV1/THAILAND/2000/06103/00	2000-01-01	THAILAND	DENV1	06103	00
DENV1/THAILAND/2001/06112/01	2001-01-01	THAILAND	DENV1	06112	01
DENV1/THAILAND/2000/06113/00	2000-01-01	THAILAND	DENV1	06113	00
DENV1/THAILAND/1998/06169/98	1998-01-01	THAILAND	DENV1	06169	98
DENV1/THAILAND/2001/06236/01	2001-01-01	THAILAND	DENV1	06236	01
DENV1/THAILAND/2001/06237/01	2001-01-01	THAILAND	DENV1	06237	01
DENV1/THAILAND/1998/06329/98	1998-01-01	THAILAND	DENV1	06329	98
DENV1/THAILAND/1998/06491/98	1998-01-01	THAILAND	DENV1	06491	98
DENV1/THAILAND/2001/06498/01	2001-01-01	THAILAND	DENV1	06498	01
DENV1/THAILAND/2001/06552/01	2001-01-01	THAILAND	DENV1	06552	01
DENV1/THAILAND/1998/06566/98	1998-01-01	THAILAND	DENV1	06566	98
DENV1/THAILAND/2001/06632/01	2001-01-01	THAILAND	DENV1	06632	01
DENV1/THAILAND/1998/06705/98	1998-01-01	THAILAND	DENV1	06705	98
DENV1/THAILAND/1998/06761/98	1998-01-01	THAILAND	DENV1	06761	98
DENV1/THAILAND/1998/06810/98	1998-01-01	THAILAND	DENV1	06810	98
DENV1/THAILAND/1998/06870/98	1998-01-01	THAILAND	DENV1	06870	98
DENV1/THAILAND/2001/06889/01	2001-01-01	THAILAND	DENV1	06889	01
DENV1/THAILAND/1997/07423/97	1997-01-01	THAILAND	DENV1	07423	97
DENV1/THAILAND/1997/07794/97	1997-01-01	THAILAND	DENV1	07794	97
DENV1/THAILAND/1994/30031/94	1994-01-01	THAILAND	DENV1	30031	94
DENV1/THAILAND/1995/30103/95	1995-01-01	THAILAND	DENV1	30103	95
DENV1/THAILAND/1994/30116/94	1994-01-01	THAILAND	DENV1	30116	94
DENV1/THAILAND/1995/30139/95	1995-01-01	THAILAND	DENV1	30139	95
DENV1/THAILAND/1994/30156/94	1994-01-01	THAILAND	DENV1	30156	94
DENV1/THAILAND/1994/30157/94	1994-01-01	THAILAND	DENV1	30157	94
DENV1/THAILAND/1995/30158/95	1995-01-01	THAILAND	DENV1	30158	95
DENV1/THAILAND/1995/30166/95	1995-01-01	THAILAND	DENV1	30166	95
DENV1/THAILAND/1994/30174/94	1994-01-01	THAILAND	DENV1	30174	94
DENV1/THAILAND/1995/30177/95	1995-01-01	THAILAND	DENV1	30177	95
DENV1/THAILAND/1995/30179/95	1995-01-01	THAILAND	DENV1	30179	95
DENV1/THAILAND/1994/30182/94	1994-01-01	THAILAND	DENV1	30182	94
DENV1/THAILAND/1995/30201/95	1995-01-01	THAILAND	DENV1	30201	95
DENV1/THAILAND/1995/30211/95	1995-01-01	THAILAND	DENV1	30211	95
DENV1/THAILAND/1994/30253/94	1994-01-01	THAILAND	DENV1	30253	94
DENV1/THAILAND/1995/30254/95	1995-01-01	THAILAND	DENV1	30254	95
DENV1/THAILAND/1995/30255/95	1995-01-01	THAILAND	DENV1	30255	95
DENV1/THAILAND/1994/30262/94	1994-01-01	THAILAND	DENV1	30262	94
DENV1/THAILAND/1995/30295/95	1995-01-01	THAILAND	DENV1	30295	95
DENV1/THAILAND/1994/30299/94	1994-01-01	THAILAND	DENV1	30299	94
DENV1/THAILAND/1995/30423/95	1995-01-01	THAILAND	DENV1	30423	95
DENV1/THAILAND/1995/30466/95	1995-01-01	THAILAND	DENV1	30466	95
DENV1/THAILAND/1994/30515/94	1994-01-01	THAILAND	DENV1	30515	94
DENV1/THAILAND/1994/30577/94	1994-01-01	THAILAND	DENV1	30577	94
DENV1/THAILAND/1994/30620/94	1994-01-01	THAILAND	DENV1	30620	94
